Ticket_id,Team_1,Team_2,Venue,Stage,Importance,Seat_Type,Days_until_match,Base_Price,Tickets_Sold,Year
1303,Uruguay,South Korea,TBD,Round of 16,medium,Diamond,3,1031,0.49,2010
1304,Uruguay,South Korea,TBD,Round of 16,medium,Diamond,5,1031,0.57,2010
1305,Uruguay,South Korea,TBD,Round of 16,medium,Diamond,7,1031,0.72,2010
1306,USA,Ghana,TBD,Round of 16,medium,Bronze,3,360,0.61,2010
1307,USA,Ghana,TBD,Round of 16,medium,Bronze,5,360,0.45,2010
1308,USA,Ghana,TBD,Round of 16,medium,Bronze,7,360,0.73,2010
1309,USA,Ghana,TBD,Round of 16,medium,Gold,3,773,0.63,2010
1310,USA,Ghana,TBD,Round of 16,medium,Gold,5,773,0.64,2010
1311,USA,Ghana,TBD,Round of 16,medium,Gold,7,773,0.45,2010
1312,USA,Ghana,TBD,Round of 16,medium,Diamond,3,1031,0.45,2010
1313,USA,Ghana,TBD,Round of 16,medium,Diamond,5,1031,0.7,2010
1314,USA,Ghana,TBD,Round of 16,medium,Diamond,7,1031,0.73,2010
1315,Germany,England,TBD,Round of 16,medium,Bronze,3,360,0.75,2010
1316,Germany,England,TBD,Round of 16,medium,Bronze,5,360,0.59,2010
1317,Germany,England,TBD,Round of 16,medium,Bronze,7,360,0.64,2010
1318,Germany,England,TBD,Round of 16,medium,Gold,3,773,0.56,2010
1319,Germany,England,TBD,Round of 16,medium,Gold,5,773,0.42,2010
1320,Germany,England,TBD,Round of 16,medium,Gold,7,773,0.67,2010
1321,Germany,England,TBD,Round of 16,medium,Diamond,3,1031,0.61,2010
1322,Germany,England,TBD,Round of 16,medium,Diamond,5,1031,0.56,2010
1323,Germany,England,TBD,Round of 16,medium,Diamond,7,1031,0.69,2010
1324,Argentina,Mexico,TBD,Round of 16,medium,Bronze,3,360,0.56,2010
1325,Argentina,Mexico,TBD,Round of 16,medium,Bronze,5,360,0.71,2010
1326,Argentina,Mexico,TBD,Round of 16,medium,Bronze,7,360,0.41,2010
1327,Argentina,Mexico,TBD,Round of 16,medium,Gold,3,773,0.56,2010
1328,Argentina,Mexico,TBD,Round of 16,medium,Gold,5,773,0.52,2010
1329,Argentina,Mexico,TBD,Round of 16,medium,Gold,7,773,0.47,2010
1330,Argentina,Mexico,TBD,Round of 16,medium,Diamond,3,1031,0.63,2010
1331,Argentina,Mexico,TBD,Round of 16,medium,Diamond,5,1031,0.49,2010
1332,Argentina,Mexico,TBD,Round of 16,medium,Diamond,7,1031,0.46,2010
1333,Netherlands,Slovakia,TBD,Round of 16,medium,Bronze,3,360,0.7,2010
1334,Netherlands,Slovakia,TBD,Round of 16,medium,Bronze,5,360,0.59,2010
1335,Netherlands,Slovakia,TBD,Round of 16,medium,Bronze,7,360,0.52,2010
1336,Netherlands,Slovakia,TBD,Round of 16,medium,Gold,3,773,0.55,2010
1337,Netherlands,Slovakia,TBD,Round of 16,medium,Gold,5,773,0.7,2010
1338,Netherlands,Slovakia,TBD,Round of 16,medium,Gold,7,773,0.6,2010
1339,Netherlands,Slovakia,TBD,Round of 16,medium,Diamond,3,1031,0.66,2010
1340,Netherlands,Slovakia,TBD,Round of 16,medium,Diamond,5,1031,0.51,2010
1341,Netherlands,Slovakia,TBD,Round of 16,medium,Diamond,7,1031,0.65,2010
1342,Brazil,Chile,TBD,Round of 16,medium,Bronze,3,360,0.45,2010
1343,Brazil,Chile,TBD,Round of 16,medium,Bronze,5,360,0.58,2010
1344,Brazil,Chile,TBD,Round of 16,medium,Bronze,7,360,0.63,2010
1345,Brazil,Chile,TBD,Round of 16,medium,Gold,3,773,0.56,2010
1346,Brazil,Chile,TBD,Round of 16,medium,Gold,5,773,0.62,2010
1347,Brazil,Chile,TBD,Round of 16,medium,Gold,7,773,0.64,2010
1348,Brazil,Chile,TBD,Round of 16,medium,Diamond,3,1031,0.41,2010
1349,Brazil,Chile,TBD,Round of 16,medium,Diamond,5,1031,0.71,2010
1350,Brazil,Chile,TBD,Round of 16,medium,Diamond,7,1031,0.54,2010
1351,Paraguay,Japan,TBD,Round of 16,medium,Bronze,3,360,0.66,2010
1352,Paraguay,Japan,TBD,Round of 16,medium,Bronze,5,360,0.63,2010
1353,Paraguay,Japan,TBD,Round of 16,medium,Bronze,7,360,0.72,2010
1354,Paraguay,Japan,TBD,Round of 16,medium,Gold,3,773,0.47,2010
1355,Paraguay,Japan,TBD,Round of 16,medium,Gold,5,773,0.6,2010
1356,Paraguay,Japan,TBD,Round of 16,medium,Gold,7,773,0.63,2010
1357,Paraguay,Japan,TBD,Round of 16,medium,Diamond,3,1031,0.45,2010
1358,Paraguay,Japan,TBD,Round of 16,medium,Diamond,5,1031,0.42,2010
1359,Paraguay,Japan,TBD,Round of 16,medium,Diamond,7,1031,0.49,2010
1360,Spain,Portugal,TBD,Round of 16,medium,Bronze,3,360,0.69,2010
1361,Spain,Portugal,TBD,Round of 16,medium,Bronze,5,360,0.41,2010
1362,Spain,Portugal,TBD,Round of 16,medium,Bronze,7,360,0.43,2010
1363,Spain,Portugal,TBD,Round of 16,medium,Gold,3,773,0.6,2010
1364,Spain,Portugal,TBD,Round of 16,medium,Gold,5,773,0.43,2010
1365,Spain,Portugal,TBD,Round of 16,medium,Gold,7,773,0.74,2010
1366,Spain,Portugal,TBD,Round of 16,medium,Diamond,3,1031,0.62,2010
1367,Spain,Portugal,TBD,Round of 16,medium,Diamond,5,1031,0.72,2010
1368,Spain,Portugal,TBD,Round of 16,medium,Diamond,7,1031,0.5,2010
1369,Netherlands,Brazil,TBD,Quarter-finals,medium,Bronze,3,773,0.88,2010
1370,Netherlands,Brazil,TBD,Quarter-finals,medium,Bronze,5,773,0.79,2010
1371,Netherlands,Brazil,TBD,Quarter-finals,medium,Bronze,7,773,0.7,2010
1372,Netherlands,Brazil,TBD,Quarter-finals,medium,Gold,3,1080,0.76,2010
1373,Netherlands,Brazil,TBD,Quarter-finals,medium,Gold,5,1080,0.77,2010
1374,Netherlands,Brazil,TBD,Quarter-finals,medium,Gold,7,1080,0.67,2010
1375,Netherlands,Brazil,TBD,Quarter-finals,medium,Diamond,3,1598,0.84,2010
1376,Netherlands,Brazil,TBD,Quarter-finals,medium,Diamond,5,1598,0.8,2010
1377,Netherlands,Brazil,TBD,Quarter-finals,medium,Diamond,7,1598,0.85,2010
1378,Uruguay,Ghana,TBD,Quarter-finals,medium,Bronze,3,773,0.74,2010
1379,Uruguay,Ghana,TBD,Quarter-finals,medium,Bronze,5,773,0.82,2010
1380,Uruguay,Ghana,TBD,Quarter-finals,medium,Bronze,7,773,0.75,2010
1381,Uruguay,Ghana,TBD,Quarter-finals,medium,Gold,3,1080,0.76,2010
1382,Uruguay,Ghana,TBD,Quarter-finals,medium,Gold,5,1080,0.89,2010
1383,Uruguay,Ghana,TBD,Quarter-finals,medium,Gold,7,1080,0.61,2010
1384,Uruguay,Ghana,TBD,Quarter-finals,medium,Diamond,3,1598,0.9,2010
1385,Uruguay,Ghana,TBD,Quarter-finals,medium,Diamond,5,1598,0.65,2010
1386,Uruguay,Ghana,TBD,Quarter-finals,medium,Diamond,7,1598,0.69,2010
1387,Argentina,Germany,TBD,Quarter-finals,medium,Bronze,3,773,0.64,2010
1388,Argentina,Germany,TBD,Quarter-finals,medium,Bronze,5,773,0.67,2010
1389,Argentina,Germany,TBD,Quarter-finals,medium,Bronze,7,773,0.63,2010
1390,Argentina,Germany,TBD,Quarter-finals,medium,Gold,3,1080,0.74,2010
1391,Argentina,Germany,TBD,Quarter-finals,medium,Gold,5,1080,0.68,2010
1392,Argentina,Germany,TBD,Quarter-finals,medium,Gold,7,1080,0.63,2010
1393,Argentina,Germany,TBD,Quarter-finals,medium,Diamond,3,1598,0.68,2010
1394,Argentina,Germany,TBD,Quarter-finals,medium,Diamond,5,1598,0.68,2010
1395,Argentina,Germany,TBD,Quarter-finals,medium,Diamond,7,1598,0.78,2010
1396,Paraguay,Spain,TBD,Quarter-finals,medium,Bronze,3,773,0.75,2010
1397,Paraguay,Spain,TBD,Quarter-finals,medium,Bronze,5,773,0.71,2010
1398,Paraguay,Spain,TBD,Quarter-finals,medium,Bronze,7,773,0.74,2010
1399,Paraguay,Spain,TBD,Quarter-finals,medium,Gold,3,1080,0.64,2010
1400,Paraguay,Spain,TBD,Quarter-finals,medium,Gold,5,1080,0.87,2010
1401,Paraguay,Spain,TBD,Quarter-finals,medium,Gold,7,1080,0.73,2010
1402,Paraguay,Spain,TBD,Quarter-finals,medium,Diamond,3,1598,0.64,2010
1403,Paraguay,Spain,TBD,Quarter-finals,medium,Diamond,5,1598,0.89,2010
1404,Paraguay,Spain,TBD,Quarter-finals,medium,Diamond,7,1598,0.81,2010
1405,Uruguay,Netherlands,TBD,Semi-finals,high,Bronze,3,1339,0.91,2010
1406,Uruguay,Netherlands,TBD,Semi-finals,high,Bronze,5,1339,0.87,2010
1407,Uruguay,Netherlands,TBD,Semi-finals,high,Bronze,7,1339,0.94,2010
1408,Uruguay,Netherlands,TBD,Semi-finals,high,Gold,3,2471,0.8,2010
1409,Uruguay,Netherlands,TBD,Semi-finals,high,Gold,5,2471,0.87,2010
1410,Uruguay,Netherlands,TBD,Semi-finals,high,Gold,7,2471,0.82,2010
1411,Uruguay,Netherlands,TBD,Semi-finals,high,Diamond,3,3585,0.79,2010
1412,Uruguay,Netherlands,TBD,Semi-finals,high,Diamond,5,3585,0.72,2010
1413,Uruguay,Netherlands,TBD,Semi-finals,high,Diamond,7,3585,0.74,2010
1414,Germany,Spain,TBD,Semi-finals,high,Bronze,3,1339,0.73,2010
1415,Germany,Spain,TBD,Semi-finals,high,Bronze,5,1339,0.91,2010
1416,Germany,Spain,TBD,Semi-finals,high,Bronze,7,1339,0.91,2010
1417,Germany,Spain,TBD,Semi-finals,high,Gold,3,2471,0.72,2010
1418,Germany,Spain,TBD,Semi-finals,high,Gold,5,2471,0.77,2010
1419,Germany,Spain,TBD,Semi-finals,high,Gold,7,2471,0.71,2010
1420,Germany,Spain,TBD,Semi-finals,high,Diamond,3,3585,0.73,2010
1421,Germany,Spain,TBD,Semi-finals,high,Diamond,5,3585,0.87,2010
1422,Germany,Spain,TBD,Semi-finals,high,Diamond,7,3585,0.87,2010
1423,Germany,Uruguay,TBD,Third Place Playoff,medium,Bronze,3,773,0.49,2010
1424,Germany,Uruguay,TBD,Third Place Playoff,medium,Bronze,5,773,0.32,2010
1425,Germany,Uruguay,TBD,Third Place Playoff,medium,Bronze,7,773,0.42,2010
1426,Germany,Uruguay,TBD,Third Place Playoff,medium,Gold,3,1133,0.41,2010
1427,Germany,Uruguay,TBD,Third Place Playoff,medium,Gold,5,1133,0.47,2010
1428,Germany,Uruguay,TBD,Third Place Playoff,medium,Gold,7,1133,0.4,2010
1429,Germany,Uruguay,TBD,Third Place Playoff,medium,Diamond,3,1598,0.59,2010
1430,Germany,Uruguay,TBD,Third Place Playoff,medium,Diamond,5,1598,0.49,2010
1431,Germany,Uruguay,TBD,Third Place Playoff,medium,Diamond,7,1598,0.59,2010
1432,Netherlands,Spain,TBD,Final,high,Bronze,3,2265,0.99,2010
1433,Netherlands,Spain,TBD,Final,high,Bronze,5,2265,0.93,2010
1434,Netherlands,Spain,TBD,Final,high,Bronze,7,2265,0.87,2010
1435,Netherlands,Spain,TBD,Final,high,Gold,3,3761,0.85,2010
1436,Netherlands,Spain,TBD,Final,high,Gold,5,3761,0.95,2010
1437,Netherlands,Spain,TBD,Final,high,Gold,7,3761,0.94,2010
1438,Netherlands,Spain,TBD,Final,high,Diamond,3,6026,0.87,2010
1439,Netherlands,Spain,TBD,Final,high,Diamond,5,6026,0.91,2010
1440,Netherlands,Spain,TBD,Final,high,Diamond,7,6026,0.86,2010
